Track URI,Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness
spotify:track:01YIoxhuISTSBh8cOvhIbG,We Will Rock You - 2020 Remaster,Nickelback,75,"['alternative metal', 'canadian rock', 'post-grunge']",All The Right Reasons (15th Anniversary Expanded Edition),56,0.58,0.903,4,-4.909,1,0.142
spotify:track:4drWAMmaXvfRcLixSCdwKy,Ode to Sunrise,Nick Tzios,24,['epicore'],New Beginnings,0,0.545,0.149,5,-21.73,0,0.0347
spotify:track:5POfcpwLoeMuwXSjA5uQIq,Pirates of the Caribbean,2CELLOS,56,"['bow pop', 'cello', 'string duo']",Let There Be Cello,53,0.824,0.722,2,-6.455,0,0.0474
spotify:track:0Qt4s6DQlOsdhNW64DkZK3,Ego - Radio Edit,Willy William,64,['pop dance'],Une seule vie (Collector),0,0.742,0.919,8,-2.562,1,0.0316
spotify:track:4T8P9izNCLzimT1aiMT7te,This Is What I Live For,Graffiti Ghosts,38,['bossbeat'],Graffiti Ghosts,0,0.48,0.886,6,-4.017,0,0.11
spotify:track:7lMCnfNUrq9cM3NggGnO51,Playing with Fire,Graffiti Ghosts,38,['bossbeat'],Graffiti Ghosts,0,0.633,0.864,0,-5.136,0,0.0461
spotify:track:4Jhw0vhoq9UlfmMN9lGXrL,I'm Gonna Get What's Mine,Graffiti Ghosts,38,['bossbeat'],Graffiti Ghosts,0,0.545,0.543,9,-5.848,0,0.0355
spotify:track:54OBgO0Xwu20Jak9TMXbR7,Wellerman - Sea Shanty,Nathan Evans,62,[],Wellerman (Sea Shanty),75,0.675,0.359,3,-5.157,1,0.108
spotify:track:4s7Zym0G4Hb6apPL3dOqmV,Something Wild (Acoustic) - Recorded at Spotify Studios Nyc,Lindsey Stirling,63,"['bow pop', 'pop violin']",Spotify Singles,40,0.358,0.538,10,-8.136,1,0.0494
spotify:track:1ZCAizXn8twoCdv2CJFefN,Dance Monkey,Simply Three,47,['bow pop'],Dance Monkey,21,0.585,0.589,7,-7.597,0,0.05
spotify:track:1vqYNLI2EUTlcaesPsfDyO,Transcendence,Lindsey Stirling,63,"['bow pop', 'pop violin']",Lindsey Stirling,39,0.544,0.848,0,-6.476,1,0.0313
spotify:track:1wpyVNJcutD5uYyjDreWaW,Let It Go,The Piano Guys,61,['bow pop'],Wonders,45,0.602,0.667,8,-7.55,1,0.0317
spotify:track:4U2v1vLfpfNjOEXVuY1aHd,Sadness and Sorrow (Naruto),Taylor Davis,47,"['bow pop', 'pop violin']",Gaming Fantasy,52,0.197,0.111,4,-16.86,0,0.0401
spotify:track:6tI0TAKHHsKPuqzbBbH8Dl,Believer,Simply Three,47,['bow pop'],Volume 4,39,0.541,0.563,9,-5.136,0,0.0372
spotify:track:0EKmlWRZxxz8FXm7YIfr1N,"Gerudo Valley (From ""Ocarina of Time"")",Taylor Davis,47,"['bow pop', 'pop violin']","Melodies of Hyrule: Music from ""The Legend of Zelda""",40,0.507,0.873,6,-6.865,0,0.0907
spotify:track:6sKyTORhJY0F4Lz7R7wOIK,Counting Stars,Simply Three,47,['bow pop'],Counting Stars,57,0.56,0.737,9,-3.403,1,0.0389
spotify:track:5u1VAWFCjXEFP3ydJCRf7k,Heartbeat,Xillions,44,['pop edm'],Heartbeat,45,0.697,0.935,0,-6.187,0,0.0335
spotify:track:4ObhpadI19PparqIbj9pmR,Ievan Polkka 2K18 - Melbourne Bounce Mix,Teknova,40,['melbourne bounce international'],Ievan Polkka 2K18 (Melbourne Bounce Mix),48,0.922,0.878,6,-2.906,0,0.22
spotify:track:4xkOaSrkexMciUUogZKVTS,Till I Collapse,Eminem,89,"['detroit hip hop', 'hip hop', 'rap']",The Eminem Show,85,0.548,0.847,1,-3.237,1,0.186
spotify:track:7K0WZ75nHqj450OYd3ZywF,I'm Dangerous,The EverLove,44,"['bossbeat', 'rebel blues']",Walk Through Fire,62,0.691,0.841,8,-7.026,0,0.0436
spotify:track:1Vd2gK8seg4WEETYjlxR5k,We Are Giants,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,33,0.545,0.918,7,-3.635,1,0.153
spotify:track:7EUfhpApzo9SSCuUXAaLZq,Swag,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,27,0.583,0.904,11,-5.092,0,0.0567
spotify:track:6YHhepf1cmBjPryOBZd38o,Ascendance,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,31,0.493,0.717,9,-7.727,0,0.0405
spotify:track:2jGKcLh4C0Jlgg0vU0VO51,Take Flight,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,42,0.427,0.899,7,-3.467,0,0.0588
spotify:track:1kyvcBW8iHkwSaDAL6FfxB,Night Vision,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,31,0.601,0.712,9,-6.724,0,0.0538
spotify:track:1ee5NFA5hlVHoITM06ggHz,Heist,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,37,0.418,0.795,2,-4.467,0,0.0387
spotify:track:5XFCoHc2thy0HCGIReoOid,Mirror Haus,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,32,0.493,0.892,4,-4.604,0,0.0513
spotify:track:4GIOiq3bP002xs9a3oYmqK,V-Pop,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,29,0.526,0.908,7,-6.23,1,0.0322
spotify:track:2zCbPDxF9MrNoOyIrwGGc8,Beyond The Veil,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,38,0.382,0.887,5,-3.904,1,0.0426
spotify:track:3oQkBUndfMMIHLr5OACLgG,No Man Left Behind,Nick Tzios,24,['epicore'],No Man Left Behind,0,0.401,0.453,8,-9.405,1,0.0268
spotify:track:0zkE4KJ3f3hSnQicdZ2Ikx,Vordt of the Boreal Valley,Motoi Sakuraba,43,"['japanese vgm', 'video game music']",Dark Souls 3,0,0.0879,0.684,5,-8.803,0,0.0463
spotify:track:2xIRBmAuVk6s7ZoukykRqS,Dark Souls 3,Yuka Kitamura,45,['video game music'],Dark Souls 3,0,0.308,0.431,4,-11.646,0,0.0327
spotify:track:7dJGehjbhJvs3K4fWwYTW1,Radioactive,Pentatonix,63,"['a cappella', 'viral pop']",PTX,58,0.505,0.594,8,-7.642,1,0.0695
spotify:track:0byPyCPX9mfGMiAGVZxasq,Carol Of The Bells,Lindsey Stirling,63,"['bow pop', 'pop violin']",Warmer In The Winter (Deluxe Edition),66,0.227,0.66,4,-5.993,0,0.0759
spotify:track:2ZRGhPlNGUCPIJjWDYdVLc,Underground,Lindsey Stirling,63,"['bow pop', 'pop violin']",Artemis,21,0.479,0.854,2,-4.939,0,0.0486
spotify:track:3nSglalUiJYQfUsnzvI5Px,Shatter Me,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,54,0.494,0.945,9,-2.982,0,0.0617
spotify:track:2qlo9lm8HSqy7T2dxiOZY6,Crystallize,Lindsey Stirling,63,"['bow pop', 'pop violin']",Lindsey Stirling,53,0.438,0.622,0,-8.214,1,0.0316
spotify:track:72igP3pWkB1FIcs3KjwXvV,Elements,Lindsey Stirling,63,"['bow pop', 'pop violin']",Lindsey Stirling,44,0.431,0.754,0,-6.925,1,0.0543
spotify:track:77ylSBh62qWezU7EolaMSR,Master Of Tides,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,46,0.472,0.901,4,-4.6,0,0.0718
spotify:track:1taz71WL8grTxW6JLiL1i8,Thunderstruck,2CELLOS,56,"['bow pop', 'cello', 'string duo']",Celloverse,54,0.514,0.857,2,-4.22,1,0.0906
spotify:track:6obm5ubZCFaxTw44EonarI,Tír na nÓg,Celtic Woman,54,"['celtic', 'operatic pop']",Destiny,52,0.488,0.815,2,-6.944,1,0.0583
spotify:track:5XlHEDn2JQHY6QSBAzex7P,Senbonzakura,Lizz Robinett,48,['otacore'],Senbonzakura,0,0.532,0.189,2,-12.078,0,0.0331
spotify:track:2AWDDDp0vqPBnPhdgcZaD6,Roundtable Rival,Lindsey Stirling,63,"['bow pop', 'pop violin']",Shatter Me,54,0.49,0.874,0,-3.814,1,0.0669
spotify:track:2B4PB7P6EVGzcjEk9vzaj3,Power Cords (Shopkeeper),Danny Baranowsky,43,['indie game soundtrack'],Crypt of the Necrodancer Amplified (Original Game Soundtrack),0,0.502,0.792,2,-4.657,1,0.051
spotify:track:60TpTZ9frDwuXWqZ9L0FBE,A Hot Mess,Danny Baranowsky,43,['indie game soundtrack'],Crypt of the Necrodancer (Original Game Soundtrack),28,0.526,0.891,7,-7.276,1,0.0466
spotify:track:5XS6SdjJ3rvr7JtBInEFAl,Rise,MDK,41,['speedrun'],Rise,17,0.546,0.791,9,-6.648,0,0.0477
spotify:track:0Lhu7RKtXDX8ardUzk8GHJ,Badland,Boom Kitty,40,['speedrun'],Badland,0,0.59,0.769,2,-4.96,1,0.0854
spotify:track:6pOhDvHZqwXhD9a51MXysp,~EnV~Heaven Rd. 2 (Ng mix),Env,32,['speedrun'],~EnV~Heaven Rd. 2 (Ng mix),36,0.556,0.962,9,-6.611,0,0.0392
spotify:track:0jVjLPqEVgedLIYp4niXji,The Wellerman (Sea Shanty) - Extended Mix,NIVIRO,47,['gaming edm'],The Wellerman (Sea Shanty),21,0.342,0.974,8,-5.026,1,0.159
spotify:track:3FiY0eWbVKOYYhtGDno4j9,Jumble,Rolipso,57,['slap house'],Jumble,0,0.721,0.747,1,-5.875,0,0.0516
spotify:track:5HFPK8mcO6BGPZNeZPZI5L,Fire (with Elderbrook),Ytram,38,['dutch edm'],Fire (with Elderbrook),53,0.584,0.865,8,-5.951,1,0.0321
spotify:track:4ga4WvRNhMsIL38pkBbnIN,Pressure (feat. Tove Lo),Martin Garrix,75,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",Pressure (feat. Tove Lo),66,0.859,0.558,7,-8.991,0,0.0902
spotify:track:6FvcMrLyHOwbH5VyqVH38A,Lunar Beasts - 2021,League of Legends,75,"['speedrun', 'video game music']",Lunar Beasts - 2021,27,0.152,0.813,2,-9.096,1,0.0466
spotify:track:6Yffswuw0fgVxCs1iGihFt,Time Leaper,Hinkik,36,['speedrun'],Time Leaper,48,0.424,0.825,10,-4.539,0,0.0454
spotify:track:4VZH6OfxPy1nNE7KbtVKyK,Fearless Pt. II,Lost Sky,59,[],Fearless Pt. II,2,0.729,0.928,6,-4.279,1,0.0515
spotify:track:5eeclCBigv4qYHSZbQZmZ7,King Taco,Goblins from Mars,38,[],Vol. 2 (Originals),35,0.664,0.931,1,-6.401,1,0.0663
spotify:track:5SM0WXd0kWO3vKoNyyq5rH,Carol of the Bells,Goblins from Mars,38,[],Carol of the Bells,33,0.705,0.863,10,-3.717,0,0.0557
spotify:track:2gmnRMPjDXWZFvChHg5ivM,Bitter World,Goblins from Mars,38,[],Vol. 1 (Originals),40,0.605,0.698,4,-5.586,0,0.0431
spotify:track:0Lz32TO8dvwvgYoJ83GCOl,Cold Blooded Love,Goblins from Mars,38,[],Vol. 2 (Originals),45,0.623,0.85,8,-5.413,0,0.0334
spotify:track:7rlaZQp0nGlKfiE0PE0NXJ,Never Give Up,Teminite,45,['speedrun'],Firepower,0,0.504,0.868,6,-3.803,0,0.0487
spotify:track:6C7zgfZ7KeLo4Rwk1YhOMV,Hot Fizz,Teminite,45,['speedrun'],Firepower,0,0.585,0.771,6,-4.428,1,0.0745
spotify:track:4aW4j7ef4H9SPsfKrczvvr,Hellcat,Desmeon,37,['gaming edm'],Hellcat,0,0.599,0.962,5,-1.266,0,0.161
spotify:track:2AnZJXKo7YGg5tkncXPUwn,Turf War 3.0,Goblins from Mars,38,[],Vol. 3 (Originals),33,0.627,0.953,11,-4.726,1,0.0362
spotify:track:4xT882cjzKjzGn5HlqyF9O,Stay Right There,Goblins from Mars,38,[],Vol. 3 (Originals),22,0.671,0.913,5,-5.46,0,0.0374
spotify:track:3qotTgdLJpiibF31WUOBcv,Neptune,Goblins from Mars,38,[],Vol. 3 (Originals),30,0.595,0.879,8,-5.955,0,0.0313
spotify:track:7K5dHh5ABKYqrNlJrwUKCZ,Ritual,Goblins from Mars,38,[],Vol. 3 (Originals),25,0.693,0.812,3,-5.959,0,0.0392
spotify:track:724nw8qEWkyBekS0xp9Uz6,Cowboy from Mars,Goblins from Mars,38,[],Vol. 3 (Originals),30,0.591,0.952,1,-7.751,1,0.147
spotify:track:11cLtQhqPjkKoj3i36rUdu,Birdman,Goblins from Mars,38,[],Vol. 3 (Originals),25,0.682,0.729,1,-6.965,0,0.0823
spotify:track:2NwYs5aNjR6t0fFnQOACYP,Godzilla,Goblins from Mars,38,[],Vol. 3 (Originals),21,0.627,0.928,11,-6.439,1,0.11
spotify:track:1sWVKtMRYC2JRQG3XUzgnt,Never Coming Down,Goblins from Mars,38,[],Vol. 3 (Originals),19,0.64,0.727,11,-8.243,0,0.0667
spotify:track:0lamoVnMG7tqnOFcetl0He,I Am the French!,Goblins from Mars,38,[],Vol. 3 (Originals),26,0.668,0.72,3,-9.488,1,0.14
spotify:track:3f4fc8c8unrQeKecmUPEDR,Warriors,League of Legends,75,"['speedrun', 'video game music']",Warriors,69,0.14,0.478,1,-10.145,0,0.0484
spotify:track:5aaRKAxnbEwyFJ77AweDUW,The Legend Of Zelda,August Burns Red,52,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore']",The Legend of Zelda,39,0.126,0.759,11,-5.189,0,0.133
spotify:track:2aVAlLn2uez3xpcXxdiVek,G.O.A.T.,Polyphia,63,['instrumental rock'],G.O.A.T.,36,0.661,0.762,11,-5.373,0,0.0332
spotify:track:1yINJ8uEWPLNTg7ca3kp5k,MEGALOVANIA,Ro Panuganti,24,[],Fallen Hero,16,0.454,0.886,11,-9.257,0,0.138
spotify:track:6xto8LKywFhEM7AFMNXEYm,Adrenaline (feat. Julian Cifuentes),Angel Vivaldi,37,"['djent', 'instrumental progressive metal', 'shred']",Synapse,34,0.41,0.992,1,-3.759,1,0.0717
spotify:track:1olGgDin8tiO3kTIoyledK,Raindancer,Wontolla,21,[],Raindancer (And Other Stories),21,0.431,0.959,2,-7.376,1,0.0601
spotify:track:3qagnvcNAsQARQw2NWJAc5,Of Life: Awakening - Instrumental,IAMONE,19,"['electronic djent', 'polish metalcore']",The Life Code (Instrumental),28,0.488,0.924,8,-8.514,0,0.0489
spotify:track:559Y7yDP8HXuuVb3FGHxGf,The Prelude to Bereavement,Shadow of Intent,48,"['deathcore', 'melodic deathcore', 'melodic metalcore', 'slamming deathcore', 'symphonic deathcore']",The Instrumentals,31,0.252,0.895,5,-5.266,1,0.0894
spotify:track:6K3eOhPwC99IS6vHzf9qQX,Synthesis,Andromida,41,"['djent', 'instrumental djent', 'progressive metalcore']",Synthesis,37,0.432,0.951,4,-4.731,0,0.0398
spotify:track:3Hvg1cYUnHxKr6BJBKLq6S,Eraser,pg.lost,28,"['instrumental post-rock', 'nordic post-rock', 'post-metal', 'post-rock']",Oscillate,28,0.242,0.87,7,-6.416,1,0.049
spotify:track:6KKw70o8ZTy8LVltAyUwGw,String Theory,Intervals,46,"['djent', 'instrumental djent', 'instrumental rock']",String Theory,28,0.441,0.964,7,-5.51,1,0.119
spotify:track:5sH4qMqDvQNYvI0FC8silb,I'll Tell You Someday,Plini,48,"['djent', 'instrumental math rock', 'instrumental rock', 'progressive jazz fusion']",I'll Tell You Someday,0,0.508,0.805,4,-6.078,1,0.0322
spotify:track:6JmLarU3CA1ewRprzgqBdT,Celestial,Andromida,41,"['djent', 'instrumental djent', 'progressive metalcore']",Celestial,33,0.526,0.989,7,-4.121,0,0.119
spotify:track:1xgLFIhiYrZo68d3gEc0Ow,Space War,Agnostic,12,[],Space War,0,0.618,0.954,8,-6.566,1,0.106
spotify:track:0ac2Xkqp2KQC3CRsXqyRse,Gold - Extended Mix,W&W,67,"['big room', 'dutch house', 'dutch trance', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Gold,23,0.636,0.907,1,-5.374,0,0.0403
spotify:track:42ZubHMZ7galXbmbBbzT91,Letter,Ahxello,36,['gaming edm'],Letter,23,0.61,0.692,2,-4.889,0,0.0341
spotify:track:0P59g2oY1vBmzNmvrHS4gL,Dr. Dubstep,DJVI,40,['speedrun'],Dr. Dubstep,10,0.69,0.89,5,-3.613,0,0.0372
spotify:track:5lYtdxQKPLUHA3tKXb7yyx,Fire (feat. Elderbrook) - KAIOS Remix,Ytram,38,['dutch edm'],Fire (feat. Elderbrook) [KAIOS Remix],30,0.662,0.658,3,-10.097,0,0.0416
spotify:track:6kjSIZlRDnYVmu3xkSKhMz,No Rest,Vicetone,63,"['edm', 'electro house', 'pop dance', 'progressive electro house']",No Rest,35,0.626,0.76,3,-3.352,0,0.0327
spotify:track:27dz8dRt5KtHje3dNm07tz,Island,Kevu,39,"['big room', 'sky room']",Island,11,0.648,0.636,8,-9.727,0,0.0542
spotify:track:1OegbevPjnz3BBlyzkBT4K,Mercy,Bossfight,46,"['chiptune', 'speedrun']",Mercy,36,0.677,0.851,4,-4.738,1,0.0573
spotify:track:5soMJpcVhSrGrB4prvPL6P,Rip & Tear,Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),66,0.506,0.882,9,-8.683,1,0.0737
spotify:track:3IaDHisoQv2Iri6wj57jkZ,Alive,Ytram,38,['dutch edm'],Alive,50,0.604,0.804,1,-6.448,1,0.0339
spotify:track:7HU0fgCVI8ZcdCum2bZThz,Fearless,Lost Sky,59,[],Fearless,1,0.669,0.937,6,-4.325,1,0.0397
spotify:track:2TnUS0K3c6csShujuskrTH,The Guardian of Angels,NIVIRO,47,['gaming edm'],The Guardian of Angels,0,0.548,0.885,4,-5.107,0,0.0882
spotify:track:3keyuSFaoYf3XLM8TLQuH1,Phobos,Robin Hustin,46,"['dutch edm', 'gaming edm']",Phobos,0,0.555,0.956,7,-4.413,0,0.0953
spotify:track:6ibayfvVOby1NSKJFohtZp,Light It Up,Robin Hustin,46,"['dutch edm', 'gaming edm']",Light It Up,65,0.671,0.949,7,-2.44,0,0.0829
spotify:track:6Jve718nnrg1BXi769mkVv,On Fire,Robin Hustin,46,"['dutch edm', 'gaming edm']",On Fire,0,0.557,0.876,1,-4.167,0,0.0448
spotify:track:1jGzCwSPbQApn374EIVNJZ,Tokyo Drift,Nevlin,29,[],Tokyo Drift,0,0.676,0.952,8,-2.444,0,0.106
spotify:track:2ej5aQGytuAsd5eNqB7zmG,Hope,Tobu,51,['gaming edm'],Hope,53,0.711,0.742,11,-4.503,1,0.0525
spotify:track:3tEAo2aqwaGGKe6cREj2wT,SkullHacker,Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),46,0.269,0.657,1,-10.489,1,0.067
spotify:track:3RQMR86EvI98vIY1Xp4GnI,Damnation,Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),46,0.225,0.723,1,-10.22,1,0.114
spotify:track:2PtfvmR246VSitVSBgGuQi,Bring It,Dubscribe,34,['dubstep'],Absolute,29,0.553,0.988,10,-1.946,0,0.388
spotify:track:31LmOyZF86J7QiwH2tIXBF,Faust,Mick Gordon,59,"['electronic djent', 'video game music']",LawBreakers (Original Game Soundtrack),52,0.568,0.546,2,-11.394,1,0.0398
spotify:track:4bGdCIkEnCmMQHJVPnECtg,Authorization; Olivia Pierce,Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),45,0.24,0.126,2,-16.979,0,0.0457
spotify:track:4FoHmnlQPesxK7ZT1QCnd6,Satisfy,NERO,53,"['complextro', 'edm', 'electro house', 'melodic dubstep']",Between II Worlds,42,0.421,0.953,7,-4.154,0,0.13
spotify:track:2MnlE3eX1hG4Cl7mu7Wd2V,Absolute,Dubscribe,34,['dubstep'],Absolute,30,0.475,0.984,11,-1.131,1,0.14
spotify:track:2I4xWxEeI56caBBsVxXd6w,Flesh & Metal,Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),51,0.398,0.543,2,-11.466,1,0.0719
spotify:track:024RYFhsrWes3eXdpY8ZYs,Fury,SWARM,37,['dark clubbing'],Fury,0,0.292,0.983,1,-4.284,1,0.225
spotify:track:19Ww94Uzf6DTXzRkRUQ3XA,"Rust, Dust & Guts",Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),54,0.507,0.612,2,-9.261,1,0.0952
spotify:track:2UKgx2oba7CltHLACr3xdT,At Doom's Gate,Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),63,0.577,0.647,2,-7.647,1,0.0569
spotify:track:3BcEpBfEx2mOyCSJWIHSvu,Spoiler - Original Mix,Hyper,45,"['cyberpunk', 'dark clubbing']",Lies,57,0.424,0.797,5,-2.321,1,0.0577
spotify:track:4COR2ZPEyUn0lsbAouRWxA,Bfg Division,Mick Gordon,59,"['electronic djent', 'video game music']",Doom (Original Game Soundtrack),64,0.284,0.722,7,-8.284,1,0.0559
spotify:track:6KMgPewrVRxzeFzRwkFa0M,Worlds Collide,League of Legends,75,"['speedrun', 'video game music']",Worlds Collide,57,0.482,0.798,7,-6.523,0,0.0454
spotify:track:0163ud7I4Vb0ID5K7WBkq9,Piercing Light,League of Legends,75,"['speedrun', 'video game music']",Warsongs,62,0.274,0.609,2,-7.417,0,0.0453
spotify:track:1FpVJ7HpZInE2GvhVE2TwT,Legends Never Die,League of Legends,75,"['speedrun', 'video game music']",Legends Never Die,77,0.498,0.598,4,-6.638,0,0.0377
spotify:track:69Sy7207dnixZ6w7RSV9Kb,RISE,League of Legends,75,"['speedrun', 'video game music']",RISE,73,0.459,0.663,8,-5.939,0,0.1
spotify:track:3jevgr3fYdv9wYO3IDJq2a,Awaken,League of Legends,75,"['speedrun', 'video game music']",Awaken,63,0.0993,0.626,9,-8.212,0,0.0467
spotify:track:0Xz3DTcdZI01mjKfNZrsC1,Mayhem,Steve Aoki,71,"['edm', 'electro house', 'pop dance']",Mayhem,56,0.604,0.964,8,-4.713,1,0.033
spotify:track:5y03hzWKUV6HBSA1Cskd6I,Dusk,Tobu,51,['gaming edm'],Dusk,41,0.48,0.963,2,-4.795,0,0.0461
spotify:track:52yOf7Ls1u5AO3cFIzQ58m,Cold,Maroon 5,84,['pop'],Cold,0,0.7,0.714,9,-6.295,0,0.104
spotify:track:1JVNBgoxvUB6zZB90GaRVX,"Moto perpetuo, Op. 11, MS 72 (Version for violin and orchestra)",Niccolò Paganini,53,"['classical', 'early romantic era', 'italian romanticism']",Paganini: Violin Concerto No. 5 - I palpiti,0,0.336,0.501,0,-14.678,1,0.0452
spotify:track:4gaMbkAnw7oF1bAnIjZmw9,"24 Caprices for Solo Violin, Op. 1, MS 25: No. 1 in E Major",Niccolò Paganini,53,"['classical', 'early romantic era', 'italian romanticism']","Paganini: 24 Caprices, Op. 1",0,0.575,0.279,4,-19.171,1,0.0445
spotify:track:59sZ0AX1xdJ0FBr8rELCUv,"Sonata for Violin and Guitar in A Minor, Op. 2, No. 6, MS 26: Tempo di Walzer",Niccolò Paganini,53,"['classical', 'early romantic era', 'italian romanticism']","Paganini: Music for Violin and Guitar, Vol. 2",0,0.555,0.151,9,-16.742,0,0.0477
spotify:track:0SmXWKt5WNrhM1m6xcJGlK,"Centone di sonate, Op. 64, MS 112, Sonata No. 1 in A Minor: II. Rondoncino",Niccolò Paganini,53,"['classical', 'early romantic era', 'italian romanticism']","Paganini: Centone Di Sonate, Vol. 1",0,0.62,0.231,9,-16.555,1,0.0706
spotify:track:0wpOZujJdBsXPMFG4G4DLw,"Paganini: 24 Caprices, Op. 1: No. 2 in B Minor",Niccolò Paganini,53,"['classical', 'early romantic era', 'italian romanticism']",Paganini: 24 Caprices,39,0.557,0.298,7,-15.082,1,0.0888
spotify:track:0WlaCTAy4ZrWC3wJbz52z7,"Violin Concerto No. 2 in B Minor, Op. 7, ""La campanella"": III. Rondo",Niccolò Paganini,53,"['classical', 'early romantic era', 'italian romanticism']",Paganini: Violin Concerto's Nos. 1 & 2,46,0.468,0.177,11,-23.55,0,0.0765
spotify:track:6cC6h5E351deEGFd7Kh9uy,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",Niccolò Paganini,53,"['classical', 'early romantic era', 'italian romanticism']",Paganini: 24 Caprices,59,0.465,0.128,9,-17.628,0,0.0519
spotify:track:2pDPOMX0kWA7kcPBcDCQBu,Echo,Crusher-P,51,"['otacore', 'pixel', 'vocaloid']",Echo,59,0.637,0.906,3,-3.099,0,0.0522
spotify:track:6cL1cQE8qPJLUOBBqjH9tH,Base After Base 2.0,DJVI,40,['speedrun'],Base After Base 2.0,27,0.67,0.801,9,-4.987,0,0.0371
spotify:track:2WpstnkNuH6dUnm3fVLCpU,MEGALOVANIA,Toby Fox,70,"['indie game soundtrack', 'otacore', 'pixel']",UNDERTALE Soundtrack,0,0.715,0.612,7,-9.85,1,0.0515
spotify:track:4hzznHPSFn5siOzfaqrpyE,The Labyrinth,NIVIRO,47,['gaming edm'],The Labyrinth,0,0.615,0.885,4,-5.17,0,0.0295
spotify:track:3uZtP8Jf7rdRS7ARASBLmN,Highscore,Panda Eyes,45,['speedrun'],KIKO,0,0.603,0.853,10,-4.802,0,0.0422
spotify:track:23kPAWQUCitIu2JzH1RVkg,Colorblind,Panda Eyes,45,['speedrun'],KIKO,0,0.417,0.881,5,-1.628,0,0.075
spotify:track:5OttNPueLAK4DmviNLJthL,Far Away - Phantom Sage Remix,Different Heaven,47,['gaming edm'],Far Away (Phantom Sage Remix),0,0.57,0.926,8,-2.8,1,0.0735
spotify:track:781keEYQlijESJ5B7oifcr,Ena,Hinkik,36,['speedrun'],Ena,37,0.619,0.878,2,-4.05,0,0.0324
spotify:track:2EjSewEKEZShOUBwFXUrK5,Blank,Disfigure,44,['gaming edm'],Blank,0,0.619,0.642,11,-5.194,0,0.0328
spotify:track:0lMrWcrVXHPEuVBuc0nRzZ,,,0,[],,0,0.804,0.758,4,-4.819,1,0.0483
spotify:track:7F9JEUSWBBzrByXA3FszFX,Shine,Elgate feat. Spektrem,0,[],Shine,0,0.545,0.811,7,-5.866,1,0.0712
spotify:track:7nA72m6pKY8wvtIhVY3jQm,Seven,Tobu,51,['gaming edm'],Seven,0,0.655,0.752,9,-4.287,1,0.0476
spotify:track:7KDGTOwBE0HHMRsjzRaU2V,Rise,Ampyx,30,['speedrun'],Rise,0,0.685,0.862,8,-5.48,1,0.0278
spotify:track:7DlL1ePsR9f9kcRnduArCH,The Other Side,Elektronomia,49,['gaming edm'],The Other Side,0,0.739,0.921,0,-1.777,0,0.102
spotify:track:4qDHt2ClApBBzDAvhNGWFd,Crab Rave,Noisestorm,49,"['dancefloor dnb', 'gaming edm', 'speedrun']",Crab Rave,65,0.768,0.933,2,-2.95,0,0.0385
spotify:track:0q1YL8hfWM3knO1s0gdRKs,Sky High,Elektronomia,49,['gaming edm'],Sky High,0,0.6,0.956,0,-2.068,0,0.0431
spotify:track:1VLRz4mIP1o8YwPgqGFqPs,Oblivion,Dirty Palm,48,"['gaming edm', 'melbourne bounce international']",Oblivion,0,0.55,0.926,6,-4.002,0,0.0795
spotify:track:6ULbkJ16YabZNdJMHsIVmE,Nekozilla,Different Heaven,47,['gaming edm'],NCS: Infinity,0,0.745,0.905,6,-5.182,0,0.0473
spotify:track:5qOI0etfuP9JWic1WSszhv,Safe & Sound,Different Heaven,47,['gaming edm'],NCS: The Best of 2016,0,0.705,0.83,2,-4.273,1,0.0403
spotify:track:3wfRf3BI84dQaGoGjJYWqE,Dream of Something Sweet,K-391,64,['nordic house'],"Hello, World",43,0.535,0.359,0,-8.868,0,0.0508
